sentence_id,language_code,language_name,text
5078,ne,Nepali,समक्रमण सेवा एड इन चयन गरियो
5079,eng_Latn,English,Game Over!
5079,ne,Nepali,खेल समाप्त !
5080,eng_Latn,English,GNOME Games web site
5080,ne,Nepali,जिनोम खेल वेब साइट
5081,eng_Latn,English,_Selection
5081,ne,Nepali,चयन गर्नुहोस्
5082,eng_Latn,English,Screen Number: %d
5082,ne,Nepali,पर्दा नम्बर: %d
5083,eng_Latn,English,D_elete Memo List
5083,ne,Nepali,नयाँ मेमो सूची
5084,eng_Latn,English,Show the previous move
5084,ne,Nepali,अघिल्लो चाल देखाउनुहोस्
5085,eng_Latn,English,_Lower Path
5085,ne,Nepali,vectors-action
5086,eng_Latn,English,Use revision:
5086,ne,Nepali,संशोधन प्रयोग गर्नुहोस्:
5087,eng_Latn,English,Properties
5087,ne,Nepali,गुणहरू
5088,eng_Latn,English,Encodings
5088,ne,Nepali,सङ्केतन
5089,eng_Latn,English,Saturation
5089,ne,Nepali,अतितृप्त
5090,eng_Latn,English,Network
5090,ne,Nepali,सञ्जाल
5091,eng_Latn,English,Rijeka
5091,ne,Nepali,रिजेका
5092,eng_Latn,English,There is nothing on the clipboard to paste.
5092,ne,Nepali,टाँस्नका लागि क्लिपबोर्डमा केही पनि छैन ।create new folder
5093,eng_Latn,English,_Toggle Bookmark
5093,ne,Nepali,टगल पुस्तकचिनो
5094,eng_Latn,English,make[%d]: Leaving directory `%s'
5094,ne,Nepali,make[%d]: डाइरेक्टरी `%s' छोड्दैछ
5095,eng_Latn,English,Title
5095,ne,Nepali,शीर्षक
5096,eng_Latn,English,Font:
5096,ne,Nepali,फन्ट:
5097,eng_Latn,English,Edit LDAP directory
5097,ne,Nepali,प्रयोगकर्ता डाइरेक्टरी
5098,eng_Latn,English,Custom Header
5098,ne,Nepali,अनुकूलन सन्देश
5099,eng_Latn,English,pressed
5099,ne,Nepali,दबाइएकोtogglebutton
5100,eng_Latn,English,Orientation
5100,ne,Nepali,पोर्ट:Orientation
5101,eng_Latn,English,_Send Options
5101,ne,Nepali,विकल्पहरू पठाउनुहोस्
5102,eng_Latn,English,Score:
5102,ne,Nepali,प्राप्ताङ्क:
5103,eng_Latn,English,Card themes:
5103,ne,Nepali,तासका विषयवस्तु:
5104,eng_Latn,English,Today %I:%M %p
5104,ne,Nepali,friendly timeYesterday 12:34 am
5105,eng_Latn,English,Insert Image
5105,ne,Nepali,छवि घुसाउनुहोस्
5106,eng_Latn,English,O_verride server-supplied folder namespace
5106,ne,Nepali,सर्भर-आपूर्ति गरिएको फोल्डर नेमस्पेस अधिरोहण गर्नुहोस्
5107,eng_Latn,English,Email Recipient Certificate
5107,ne,Nepali,प्रापकको प्रमाणपत्र इमेल गर्नुहोस्
5108,eng_Latn,English,Unknown
5108,ne,Nepali,अज्ञात
5109,eng_Latn,English,Whether to give blocks random colors
5109,ne,Nepali,अनियमित रङका खण्ड दिन्छ या दिदैन
5110,eng_Latn,English,Begin
5110,ne,Nepali,keyboard label
5111,eng_Latn,English,Yahoo
5111,ne,Nepali,याहू
5112,eng_Latn,English,Whether to show contacts that are offline in the contact list.
5112,ne,Nepali,सम्पर्क सूचीमा अफलाइन भएका सम्पर्कहरूलाई देखाउने कि नदेखाउने ।
5113,eng_Latn,English,An unknown person
5113,ne,Nepali,एक अज्ञात व्यक्ति
5114,eng_Latn,English,_Random
5114,ne,Nepali,अनियमित
5115,eng_Latn,English,To
5115,ne,Nepali,लाई
5116,eng_Latn,English,_Priority:
5116,ne,Nepali,प्राथमिकता:
5117,eng_Latn,English,Copy the selection
5117,ne,Nepali,चयन प्रतिलिपि गर्नुहोस्
5118,eng_Latn,English,GNOME port of the once-popular Color Lines game. Five or More is a part of GNOME Games.
5118,ne,Nepali,एउटा प्रसिद्ध रङ लाइन खेलको जिनोम पोर्ट । पाँच वा बढी जिनोम खेलको भाग हो ।
5119,eng_Latn,English,New Game
5119,ne,Nepali,नयाँ खेल
5120,eng_Latn,English,Cycles the debug level at run time.
5120,ne,Nepali,चालू रह दा खानतलासी तहमा घुम्छ ।bookmark
5121,eng_Latn,English,Support infrared remote control
5121,ne,Nepali,अवरक्त टाढाको नियन्त्रणलाई समर्थन गर्नुहोस्
5122,eng_Latn,English,Language
5122,ne,Nepali,भाषाहरू
5123,eng_Latn,English,No such book
5123,ne,Nepali,त्यस प्रकारको %s फोल्डर छैन
5124,eng_Latn,English,Unable to edit script
5124,ne,Nepali,स्क्रिप्ट सम्पादन गर्न अक्षम
5125,eng_Latn,English,selected
5125,ne,Nepali,चयन गरियो
5126,eng_Latn,English,"This key determines if the ""Contains the text"" search option is selected when the search tool is started."
5126,ne,Nepali,"यस कुञ्जीले खोजी उपकरण सुरु गर्दा ""पाठ समाविष्ट"" खोजी विकल्प चयन गरिएको छ या छैन निर्धारण गर्दछ ।"
5127,eng_Latn,English,paper size
5127,ne,Nepali,paper size
5128,eng_Latn,English,Sends a given signal to a given process
5128,ne,Nepali,Name
5129,eng_Latn,English,Cremona
5129,ne,Nepali,क्रेमोनाitalyprovince. kgm
5130,eng_Latn,English,Delete
5130,ne,Nepali,स्थानीय रूपमा मेट्नुहोस्
5131,eng_Latn,English,Remove current disc cover
5131,ne,Nepali,हालको डिस्क आवरण हटाउनुहोस्
5132,eng_Latn,English,Details
5132,ne,Nepali,विस्तृत विवरण
5133,eng_Latn,English,Jump to Breakpoint
5133,ne,Nepali,विच्छेदन बिन्दुमा जानुहोस्
5134,eng_Latn,English,Priority Text Beside Icons
5134,ne,Nepali,प्रतिमाहरू बाहेकका प्राथमिकता पाठ
5135,eng_Latn,English,Mi_nimize
5135,ne,Nepali,घटाउनुहोस्
5136,eng_Latn,English,No more paragraphs.
5136,ne,Nepali,अरू बढि शिर्षकहरू छैन ।
5137,eng_Latn,English,Whether or not to use animation.
5137,ne,Nepali,एनिमेसन प्रयोग गर्ने या नगर्ने ।
5138,eng_Latn,English,So_me
5138,ne,Nepali,मलाई देखाउ ।
5139,eng_Latn,English,Level two
5139,ne,Nepali,स्तर दुई
5140,eng_Latn,English,Contact Details
5140,ne,Nepali,सम्पर्क विवरण
5141,eng_Latn,English,Red Dragon
5141,ne,Nepali,रातो ड्रागन
5142,eng_Latn,English,Welcome
5142,ne,Nepali,स्वागतम
5143,eng_Latn,English,five of clubs
5143,ne,Nepali,चिडीको पञ्जा
5144,eng_Latn,English,"Default font color for new sticky notes. This should be in html hex specification, for example ""#000000""."
5144,ne,Nepali,"नयाँ स्टिकिनोटहरूका लागि पूर्वनिर्धारित रङ्ग । यो html hex मा निर्दिष्टिकरण हुनुपर्दछ, उदाहरणका लागि ""#000000"" ।"
5145,eng_Latn,English,Pelopones
5145,ne,Nepali,पिलोपोन्स
5146,eng_Latn,English,Start a new game
5146,ne,Nepali,नयाँ खेल सुरु गर्नुहोस्
5147,eng_Latn,English,Open
5147,ne,Nepali,खोल्नुहोस्
5148,eng_Latn,English,Ireland
5148,ne,Nepali,आइर्ल्यान्ड
5149,eng_Latn,English,Number of rows in a custom game
5149,ne,Nepali,अनुकूल खेलमा पङ्‌क्ति सङ्ख्या
5150,eng_Latn,English,Home Folder
5150,ne,Nepali,Home Folder@ label: textbox
5151,eng_Latn,English,Transformation %s
5151,ne,Nepali,%s रूपान्तरण
5152,eng_Latn,English,Mode:
5152,ne,Nepali,मोड:
5153,eng_Latn,English,Blue
5153,ne,Nepali,नीलो
5154,eng_Latn,English,Choose a working directory
5154,ne,Nepali,कार्य डाइरेक्टरी:
5155,eng_Latn,English,Rockhampton
5155,ne,Nepali,रकह्याम्पटन
5156,eng_Latn,English,Reloading will discard changes in: %s You cannot undo this operation.
5156,ne,Nepali,यसमा परिवर्तनहरू रिलोड गर्नाले परिवर्तनहरू छोड्नेछ: %s तपाईँले यो सञ्चालन पूर्वावस्थामा फर्काउन सक्दैन ।
5157,eng_Latn,English,Known Property Value
5157,ne,Nepali,परिचित गुण मान
5158,eng_Latn,English,Set a global variable
5158,ne,Nepali,विश्वव्यापी चल सेट गर्नुहोस्
5159,eng_Latn,English,Scan Filesystem
5159,ne,Nepali,फाइल प्रणाली स्क्यान गर्नुहोस्
5160,eng_Latn,English,n tilde
5160,ne,Nepali,n टिल्डे
5161,eng_Latn,English,Tagging Declaration
5161,ne,Nepali,टयागिङ वर्णन
5162,eng_Latn,English,Deselect all files
5162,ne,Nepali,सबै फाइलहरू चयनबाट हटाउनुहोस्
5163,eng_Latn,English,Password:
5163,ne,Nepali,पासवर्ड:
5164,eng_Latn,English,Cannot receive calendar objects:
5164,ne,Nepali,सङ्केतक प्रसङ्ग सिर्जना गर्न सकिँदैन
5165,eng_Latn,English,Font
5165,ne,Nepali,फन्ट
5166,eng_Latn,English,paper size
5166,ne,Nepali,paper size
5167,eng_Latn,English,Nordic
5167,ne,Nepali,नोर्डिक
5168,eng_Latn,English,%s: invalid comment '%s'
5168,ne,Nepali,%s: अवैध टिप्पणी '%s'
5169,eng_Latn,English,A subset of possible encodings are presented in the Encoding submenu. This is a list of encodings to appear there.
5169,ne,Nepali,"सम्भावित सङ्केतनको सबसेटलाई सङ्केतन मेनुमा प्रस्तुत गरिन्छन् । यो त्यहाँ देखिने सङ्केतनको सूची हो । विशेष सङ्केतन नाम ""हाल"" को अर्थ सङ्केतनलाई हालको लोकेलमा प्रदर्शन गर्नु हो ।"
5170,eng_Latn,English,Speaks unicode value of the current flat review character.
5170,ne,Nepali,हालको समतल पुनरावलोकन क्यारेक्टर उच्चारण गर्दछ ।
5171,eng_Latn,English,ftr
5171,ne,Nepali,ftr
5172,eng_Latn,English,Select the topmost layer
5172,ne,Nepali,सबभन्दा उच्च तह चयन गर्नुहोस्layers-action
5173,eng_Latn,English,Sending message %d of %d
5173,ne,Nepali,%d को %d सन्देश पठाउँदै
5174,eng_Latn,English,New Address Book
5174,ne,Nepali,नयाँ ठेगाना पुस्तिकाNew
5175,eng_Latn,English,5×5
5175,ne,Nepali,५×५
5176,eng_Latn,English,"Calculates the sinc function, that is sin(x)/x"
5176,ne,Nepali,साईन प्रकार्य गणना गर्दछ
5177,eng_Latn,English,Sho_w items that contain:
5177,ne,Nepali,समाविष्ट गर्दैन
5178,eng_Latn,English,Please choose the audio output device:
5178,ne,Nepali,कृपया अडियो आगत यन्त्र रोज्नुहोस्:
5179,eng_Latn,English,Attach mask to clip at clip position in clip size
5179,ne,Nepali,क्लिप साइजमा क्लिप स्थिति भित्र मास्क संलग्न गर्नुहोस्
5180,eng_Latn,English,%b %d %I:%M %p
5180,ne,Nepali,%a %d %b %Yfriendly timeFeb 12 1997
5181,eng_Latn,English,Perform changes within non-string values
5181,ne,Nepali,स्ट्रिङ रहित मान भित्र परिवर्तन गर्नुहोस्
5182,eng_Latn,English,Raise layer(s) to top
5182,ne,Nepali,तह(हरू) बढाउनुहोस्
5183,eng_Latn,English,The {0} header of this message is malformed and could not be processed. Header: {1}
5183,ne,Nepali,यस सन्देशको{0} हेडर विकृत गरिएको छ र प्रक्रिया गर्न सकिँदैन । हेडर: {1}
5184,eng_Latn,English,_Start game
5184,ne,Nepali,खेल सुरु गर्नुहोस्
5185,eng_Latn,English,Retinex Image Enhancement
5185,ne,Nepali,रेटिनेक्स छवि वृद्धि
5186,eng_Latn,English,Developer
5186,ne,Nepali,Developer
5187,eng_Latn,English,left alt
5187,ne,Nepali,बायाँ alt
5188,eng_Latn,English,Game Over!
5188,ne,Nepali,खेल समाप्त !
5189,eng_Latn,English,Not Indonesia
5189,ne,Nepali,इन्डोनेशियाindonesia. kgm
5190,eng_Latn,English,_About
5190,ne,Nepali,बारेमा
5191,eng_Latn,English,_Copy Location
5191,ne,Nepali,स्थान प्रतिलिपि बनाउनुहोस्
5192,eng_Latn,English,Title
5192,ne,Nepali,शीर्षक
5193,eng_Latn,English,Normal message indicator style:
5193,ne,Nepali,सामान्य सन्देश सङ्केतन शैली:
5194,eng_Latn,English,_Unsubscribe from List
5194,ne,Nepali,सूचीबाट सदस्यता हटाउनुहोस्
5195,eng_Latn,English,_Select All
5195,ne,Nepali,सबै चयन गर्नुहोस्
5196,eng_Latn,English,Server synchronization interval
5196,ne,Nepali,समक्रमण विकल्पहरू...
5197,eng_Latn,English,_Title:
5197,ne,Nepali,शीर्षक
5198,eng_Latn,English,_Do not Recover
5198,ne,Nepali,पुन: प्राप्त नगर्नुहोस्
5199,eng_Latn,English,Close this window
5199,ne,Nepali,यस सञ्झ्याललाई बन्द गर्नुहोस्
5200,eng_Latn,English,Because I believed in destiny and fate..
5200,si,Sinhala,"මම මගේ ඉරනමයි, දෛවයයි විශ්වාස කරා.."
5201,eng_Latn,English,You will get know slowly.
5201,si,Sinhala,මම සේරම ඔයාට හෙමිහිට කියන්නම්.
5202,eng_Latn,English,"Buckle up, guys. I am increasing the speed."
5202,si,Sinhala,මම වේගය උපරිම කරනවා.
5203,eng_Latn,English,I'm going to the bathroom again.
5203,si,Sinhala,මට නාන කාමරේකට යන්න ඕන
5204,eng_Latn,English,Convey my regards to the minister
5204,si,Sinhala,ඇමතිතුමාට ස්තුතියි කළා කියන්න
5205,eng_Latn,English,"""He died in a place he didn't need to be,"""
5205,si,Sinhala,"""එයා මලේ එයා නොසිටිය යුතු තැනක දී,"
5206,eng_Latn,English,How did it get inside?
5206,si,Sinhala,කොහොමද උන් ඇතුලට ආවෙ?
5207,eng_Latn,English,"Hey, Rinky."
5207,si,Sinhala,කබීර්...
5208,eng_Latn,English,"Sait, look at them"
5208,si,Sinhala,"ලොක්කා, මේ බලන්න"
5209,eng_Latn,English,- [Guitar riff] -♪ Battlesaurs ♪
5209,si,Sinhala,♪ බැල්ට්සෝරස් ♪
5210,eng_Latn,English,"-Would you like me to connect you? -Yes, please."
5210,si,Sinhala,-සම්බන්ධ කරන තුරු කරුණාකර රැදී සිටින්න.
5211,eng_Latn,English,Army... of the 12 Monkeys.
5211,si,Sinhala,හමුදාව... .. වානරයන් 12 දෙනාගේ.
5212,eng_Latn,English,- What?
5212,si,Sinhala,- මොකක්?
5213,eng_Latn,English,I'm sorry. I think I'm lost. Are you from Los Angeles?
5213,si,Sinhala,"මම හිතන්නෙ මම අතරමං වෙලා, ඔයා ලොස් ඇන්ජලීස් වල කනෙකෝද?"
5214,eng_Latn,English,"Uh, I felt something touch me. Something strange."
5214,si,Sinhala,මට මහ අමුතු හැඟීමක් ආවා.
5215,eng_Latn,English,Look over there..
5215,si,Sinhala,අර පැත්ත බලන්න..
5216,eng_Latn,English,John Daggett's body was found in a dumpster an hour ago.
5216,si,Sinhala,පැයකට කලින් ජෝන් ඩැගට් ගේ මළසිරුර හම්බවුනා කුණුදාන තැන තිබිලා.
5217,eng_Latn,English,"No, Mom, it was an accident."
5217,si,Sinhala,"නෑ අම්මේ, ඒක අනතුරක්∙"
5218,eng_Latn,English,"Listen, we both know that cancer is a shit show."
5218,si,Sinhala,අහන්න. අපි දෙන්නම දන්නවා දැන් පිළිකාවේ උපරිම මට්ටම කියලා.
5219,eng_Latn,English,Then what about the short guy?
5219,si,Sinhala,එහෙනම් මිට්ටා?
5220,eng_Latn,English,"No, I - I would have doubted me too."
5220,si,Sinhala,"- නෑ, මටත් මම ගැන සැකයක් තිබුන."
5221,eng_Latn,English,And boys too...
5221,si,Sinhala,පිරිමි ලමයිනුත් ඉන්නවා කිව්වා ...
5222,eng_Latn,English,Ok Alright then you and your cameraman will remain in custody until you come out with the truth.
5222,si,Sinhala,"හරි, ඔයා ඇත්ත නොකිව්වොත් ඔයයි ඔයාගේ කැමරා කාරයයි දෙන්නම අත්අඩංගුවට ගන්නවා"
5223,eng_Latn,English,-I wish I had 10 more like you.
5223,si,Sinhala,-අනේ මට තව උඹ වගේ 10ක් හිටියනම්.
5224,eng_Latn,English,I just blew a shot at your grandma's memory.
5224,si,Sinhala,මං උබේ ආච්චිගේ මතකයට ෂොට් එකක් දුන්නා.
5225,eng_Latn,English,Now. Choose.
5225,si,Sinhala,තෝරා ගන්න..
5226,eng_Latn,English,"Just hold on. Come on, get her out."
5226,si,Sinhala,එන්න එයාව එලියට ගමු.
5227,eng_Latn,English,It started out as a scrapbook and just kind of mutated.
5227,si,Sinhala,ඒක පටන් ගත්තේ ලිපි අලවන පොතක් හැටියට ඒවගේම ඩිංගක් වෙනස් වීමකට භාජනය උනා∙
5228,eng_Latn,English,I decided what I'm gonna do.
5228,si,Sinhala,මං කරන්න යන එක තීරණය කළා.
5229,eng_Latn,English,I want to express my true feelings.
5229,si,Sinhala,මට මගේ ඇත්ත හැඟීම් පෙන්නන්න ඕන.
5230,eng_Latn,English,Good night.
5230,si,Sinhala,සුභ රාත්‍රියක්.
5231,eng_Latn,English,I'm a Patriot!
5231,si,Sinhala,මම දේශප්‍රේමීයෙක්!
5232,eng_Latn,English,"The same laughter Welcome, my son"
5232,si,Sinhala,එන්න මල්ලි
5233,eng_Latn,English,I fought my way back for you.
5233,si,Sinhala,මම ඔයා වෙනුවෙන් ඉන්නවා∙
5234,eng_Latn,English,- You will get the rest of your money... and don't call me ever again.
5234,si,Sinhala,වැඩේ කෙරුනට පස්සෙ තමුන්ගේ සල්ලි ලැබෙයි. අදින් පස්සෙ කවදාවත් මට කෝල් කරන්න එපා.
5235,eng_Latn,English,Voice...
5235,si,Sinhala,කටහඩ..
5236,eng_Latn,English,The sales of double-bed dips down.
5236,si,Sinhala,ද්විත්ව ඇඳන් විකිණුම් අවපාතය පහළ යනව.
5237,eng_Latn,English,I let you in. Now please let the girl go.
5237,si,Sinhala,මම ඉන්නම්∙ අනේ මේ කෙල්ලට යන්න දෙන්න∙
5238,eng_Latn,English,"Get out of there, Kerns!"
5238,si,Sinhala,ඔතනින් ඉක්මනට අයින් වෙනවා කර්න්ස්!
5239,eng_Latn,English,Don't let him play you as well.
5239,si,Sinhala,ඔයාට එයත් එක්ක සෙල්ලන් කරන්න දෙන්න එපා..
5240,eng_Latn,English,If the powder's...
5240,si,Sinhala,වෙඩිබෙහෙත්...
5241,eng_Latn,English,You just killed how many people in that church.
5241,si,Sinhala,"මොකක්, අර පල්ලියේ ඇතුලෙදි ඔයා කීයක් මැරුවද?"
5242,eng_Latn,English,Let Bhabhi feel at least once that she is the daughter-in-law of this family.
5242,si,Sinhala,අක්කට මේ ගෙදර ඉන්න දෙන්න ටිකක් හරි එයා මේ ගෙදර ලේලි.
5243,eng_Latn,English,'They were submerged in sorrow'
5243,si,Sinhala,"‍ශෝ‍ක‍යෙන්‍ ‍දි‍ය‍වී ‍ය‍න ‍මේ ‍ජ‍න‍යා‍ව, ‍ වේ‍දා‍ල ‍ජා‍ති‍යේ ‍අත්‍ ‍මි‍ටෙන්‍ ‍මු‍ද‍වා,"
5244,eng_Latn,English,Watching you like this...
5244,si,Sinhala,ඔයාව මේ විදිහට බලන්න...
5245,eng_Latn,English,Do you remember the authentic aboriginal walkabout?
5245,si,Sinhala,∙∙∙සත්‍ය අදිවාසික සංචාරයන් ගැන එහෙම?
5246,eng_Latn,English,You're ruining Ranjana's life.
5246,si,Sinhala,හිතුවක්කාරකම. ඔයා රංජනාගෙ ජීවිතේ විනාශ කරනව.
5247,eng_Latn,English,Why?
5247,si,Sinhala,ඇයි?
5248,eng_Latn,English,I know.
5248,si,Sinhala,මං දන්නවා
5249,eng_Latn,English,Thieves! Fire! Murder!
