sentence_id,lang_a,lang_b,similarity
106,English,Chinese,0.9466
107,English,Chinese,0.8548
108,English,Chinese,0.7847
109,English,Chinese,0.7954
110,English,Chinese,0.8628
111,English,Chinese,0.9224
112,English,Chinese,0.9892
113,English,Chinese,0.9808
114,English,Chinese,0.5713
115,English,Chinese,0.9472
116,English,Chinese,0.7703
117,English,Chinese,0.2594
118,English,Chinese,0.5003
119,English,Chinese,1.0
120,English,Chinese,0.8107
121,English,Chinese,0.811
122,English,Chinese,0.8571
123,English,Chinese,0.9094
124,English,Chinese,0.9086
125,English,Chinese,0.6124
126,English,Chinese,0.8178
127,English,Chinese,0.5185
128,English,Chinese,0.9285
129,English,Chinese,0.9254
130,English,Chinese,0.9464
131,English,Chinese,0.3907
132,English,Chinese,0.8623
133,English,Chinese,0.8275
134,English,Chinese,0.8668
135,English,Chinese,0.7837
136,English,Chinese,0.5934
137,English,Chinese,0.7627
138,English,Chinese,0.8234
139,English,Chinese,0.4912
140,English,Chinese,0.9379
141,English,Chinese,0.9566
142,English,Chinese,0.9144
143,English,Chinese,0.8794
144,English,Chinese,0.9724
145,English,Chinese,0.7606
146,English,Chinese,0.7155
147,English,Chinese,0.0944
148,English,Chinese,0.8896
149,English,Chinese,0.9086
150,English,Chinese,0.8364
151,English,Chinese,0.9682
152,English,Chinese,0.7368
153,English,Chinese,0.821
154,English,Chinese,0.7857
155,English,Chinese,0.9104
156,English,Chinese,0.9295
157,English,Chinese,0.1275
158,English,Chinese,0.9796
159,English,Chinese,0.9269
160,English,Chinese,0.931
161,English,Chinese,0.8279
162,English,Chinese,0.8696
163,English,Chinese,0.7727
164,English,Chinese,0.7558
165,English,Chinese,0.6849
166,English,Chinese,0.829
167,English,Chinese,0.9275
168,English,Chinese,0.9164
169,English,Chinese,0.7996
170,English,Chinese,0.8973
171,English,Chinese,0.6924
172,English,Chinese,0.6921
173,English,Chinese,0.8514
174,English,Chinese,0.8703
175,English,Chinese,0.9269
176,English,Chinese,0.8494
177,English,Chinese,0.9332
178,English,Chinese,0.8746
179,English,Chinese,0.8088
180,English,Chinese,0.9923
181,English,Chinese,0.9642
182,English,Chinese,0.3301
183,English,Chinese,0.871
184,English,Chinese,0.7203
185,English,Chinese,0.3872
186,English,Chinese,0.8331
187,English,Chinese,0.8901
188,English,Chinese,0.8987
189,English,Chinese,0.8458
190,English,Chinese,0.8734
191,English,Chinese,0.8494
192,English,Chinese,0.8598
193,English,Chinese,0.635
194,English,Chinese,0.7733
195,English,Chinese,0.9371
196,English,Chinese,0.9439
197,English,Chinese,0.985
198,English,Chinese,0.9395
199,English,Chinese,0.5071
200,English,Chinese,0.7607
201,English,Chinese,0.7588
202,English,Chinese,0.1204
203,English,Chinese,0.9471
204,English,Chinese,0.8605
205,English,Chinese,0.8299
206,English,Chinese,0.6113
207,English,Chinese,0.9559
208,English,Chinese,0.9164
209,English,Chinese,0.8849
210,English,Chinese,0.8288
211,English,Chinese,0.7271
212,English,Chinese,0.1172
213,English,Chinese,0.8558
214,English,Chinese,0.9139
215,English,Chinese,0.794
216,English,Chinese,0.8861
217,English,Chinese,0.7907
218,English,Chinese,0.7761
219,English,Chinese,0.8887
220,English,Chinese,0.9187
221,English,Chinese,0.6763
222,English,Chinese,0.8482
223,English,Chinese,0.8753
224,English,Chinese,0.9145
225,English,Chinese,0.7242
226,English,Chinese,0.7796
227,English,Chinese,0.5014
228,English,Chinese,0.8509
229,English,Chinese,0.1797
230,English,Chinese,0.8145
231,English,Chinese,0.8375
232,English,Chinese,0.4033
233,English,Chinese,0.8879
234,English,Chinese,0.7118
235,English,Chinese,0.8651
236,English,Chinese,0.7322
237,English,Chinese,0.6485
238,English,Chinese,0.9026
239,English,Chinese,0.9218
240,English,Chinese,0.7598
241,English,Chinese,0.615
242,English,Chinese,0.9291
243,English,Chinese,0.9221
244,English,Chinese,0.765
245,English,Chinese,0.934
246,English,Chinese,0.789
247,English,Chinese,0.994
248,English,Chinese,0.9206
249,English,Chinese,0.9439
250,English,Chinese,0.9263
251,English,Chinese,0.9202
252,English,Chinese,0.4796
253,English,Chinese,0.9911
254,English,Chinese,0.9112
255,English,Chinese,0.791
256,English,Chinese,0.5125
257,English,Chinese,0.6969
258,English,Chinese,0.9475
259,English,Chinese,0.8296
260,English,Chinese,0.8116
261,English,Chinese,0.8823
262,English,Chinese,0.7773
263,English,Chinese,0.7679
264,English,Chinese,0.7746
265,English,Chinese,0.3226
266,English,Chinese,0.9304
267,English,Chinese,0.6907
268,English,Chinese,0.8737
269,English,Chinese,0.9206
270,English,Chinese,0.8077
271,English,Chinese,0.7943
272,English,Chinese,0.6751
273,English,Chinese,0.8772
274,English,Chinese,0.024
275,English,Chinese,0.8619
276,English,Chinese,0.8603
277,English,Chinese,0.7665
278,English,Chinese,0.8688
279,English,Chinese,0.8924
280,English,Chinese,0.9129
281,English,Chinese,0.8058
282,English,Chinese,0.5588
283,English,Chinese,0.8416
284,English,Chinese,0.8754
285,English,Chinese,0.7634
286,English,Chinese,0.8743
287,English,Chinese,0.705
288,English,Chinese,0.6769
289,English,Chinese,0.3768
290,English,Chinese,0.7559
291,English,Chinese,0.8959
292,English,Chinese,0.9645
293,English,Chinese,0.8674
294,English,Chinese,0.8443
295,English,Chinese,0.7073
296,English,Chinese,0.932
297,English,Chinese,0.8594
298,English,Chinese,0.7688
299,English,Chinese,0.8462
300,English,Chinese,0.808
301,English,Chinese,0.9412
302,English,Chinese,0.6438
303,English,Chinese,0.8812
304,English,Chinese,0.7995
305,English,Chinese,0.8115
306,English,Chinese,0.8709
307,English,Chinese,0.7592
308,English,Chinese,0.8988
309,English,Chinese,0.8522
310,English,Chinese,0.8534
311,English,Chinese,0.8767
312,English,Chinese,0.7853
313,English,Chinese,0.9857
314,English,Chinese,0.9006
315,English,Chinese,0.8063
316,English,Chinese,0.8401
317,English,Chinese,0.8793
318,English,Chinese,0.8522
319,English,Chinese,0.6366
320,English,Chinese,0.8188
321,English,Chinese,0.9339
322,English,Chinese,0.8987
323,English,Chinese,0.9057
324,English,Chinese,0.8583
325,English,Chinese,1.0
326,English,Chinese,0.8487
327,English,Chinese,0.8947
328,English,Chinese,0.9165
329,English,Chinese,0.8898
330,English,Chinese,0.8417
331,English,Chinese,0.1986
332,English,Chinese,0.9104
333,English,Chinese,0.9158
334,English,Chinese,0.8004
335,English,Chinese,0.6877
336,English,Chinese,0.8148
337,English,Chinese,0.8664
338,English,Chinese,0.8573
339,English,Chinese,0.9366
340,English,Chinese,0.7537
341,English,Chinese,0.6915
342,English,Chinese,0.9064
343,English,Chinese,0.9052
344,English,Chinese,0.9589
345,English,Chinese,0.9474
346,English,Chinese,0.8789
347,English,Chinese,0.9188
348,English,Chinese,0.9413
349,English,Chinese,0.8321
350,English,Chinese,0.8183
351,English,Chinese,0.8623
352,English,Chinese,0.6698
353,English,Chinese,0.867
354,English,Chinese,0.8961
355,English,Chinese,0.8672
356,English,Chinese,0.7016
357,English,Chinese,0.8597
358,English,Chinese,0.8684
359,English,Chinese,0.6018
360,English,Chinese,0.9528
361,English,Chinese,0.892
362,English,Chinese,0.4708
363,English,Chinese,0.3676
364,English,Chinese,0.9095
365,English,Chinese,0.8793
366,English,Chinese,0.9167
367,English,Chinese,0.9079
368,English,Chinese,0.5301
369,English,Chinese,0.8475
370,English,Chinese,0.835
371,English,Chinese,0.8457
372,English,Chinese,0.6254
373,English,Chinese,0.8333
374,English,Chinese,0.7815
375,English,Chinese,0.9093
376,English,Chinese,0.6961
377,English,Chinese,0.9449
378,English,Chinese,0.8463
379,English,Chinese,0.8277
380,English,Chinese,0.7183
381,English,Chinese,0.9057
382,English,Chinese,0.938
383,English,Chinese,0.8055
384,English,Chinese,0.863
385,English,Chinese,0.8395
386,English,Chinese,0.906
387,English,Chinese,0.8811
388,English,Chinese,0.898
389,English,Chinese,0.7152
390,English,Chinese,0.9297
391,English,Chinese,0.6741
392,English,Chinese,0.8575
393,English,Chinese,0.7847
394,English,Chinese,0.8242
395,English,Chinese,0.2402
396,English,Chinese,0.5507
397,English,Chinese,0.8615
398,English,Chinese,0.7552
399,English,Chinese,0.8761
400,English,Chinese,0.6961
401,English,Chinese,0.921
402,English,Chinese,0.892
403,English,Chinese,0.4221
404,English,Chinese,0.8377
405,English,Chinese,0.8749
406,English,Chinese,0.8197
407,English,Chinese,0.8604
408,English,Chinese,0.4943
409,English,Chinese,0.8792
410,English,Chinese,0.7978
411,English,Chinese,0.5316
412,English,Chinese,0.8217
413,English,Chinese,0.4281
414,English,Chinese,0.9295
415,English,Chinese,0.8065
416,English,Chinese,0.8681
417,English,Chinese,0.8333
418,English,Chinese,0.9527
419,English,Chinese,0.9809
420,English,Chinese,0.8394
421,English,Chinese,0.8501
422,English,Chinese,0.7257
423,English,Chinese,0.9358
424,English,Chinese,0.9381
425,English,Chinese,0.9136
426,English,Chinese,0.862
427,English,Chinese,0.8581
428,English,Chinese,0.6668
429,English,Chinese,0.6526
430,English,Chinese,0.6455
431,English,Chinese,0.8537
432,English,Chinese,0.8731
433,English,Chinese,0.8616
434,English,Chinese,0.7422
435,English,Chinese,0.5688
436,English,Chinese,0.9251
437,English,Chinese,0.9068
438,English,Chinese,0.9146
439,English,Chinese,0.913
440,English,Chinese,0.9216
441,English,Chinese,0.6819
442,English,Chinese,0.3688
443,English,Chinese,0.8774
444,English,Chinese,0.1819
445,English,Chinese,0.7996
446,English,Chinese,0.6908
447,English,Chinese,0.8756
448,English,Chinese,0.6062
449,English,Chinese,0.9392
450,English,Chinese,0.5522
451,English,Chinese,0.8714
452,English,Chinese,0.9627
453,English,Chinese,0.7618
454,English,Chinese,0.8851
455,English,Chinese,0.7506
456,English,Chinese,0.8067
457,English,Chinese,0.3947
458,English,Chinese,0.9586
459,English,Chinese,0.4886
460,English,Chinese,0.8228
461,English,Chinese,0.9086
462,English,Chinese,0.7906
463,English,Chinese,0.815
464,English,Chinese,0.8929
465,English,Chinese,0.9348
466,English,Chinese,0.8985
467,English,Chinese,0.9166
468,English,Chinese,0.3822
469,English,Chinese,0.697
470,English,Chinese,0.9043
471,English,Chinese,0.8837
472,English,Chinese,0.7804
473,English,Chinese,0.9247
474,English,Chinese,0.853
475,English,Chinese,0.7522
476,English,Chinese,0.8978
477,English,Chinese,0.4024
478,English,Chinese,0.9159
479,English,Chinese,0.7563
480,English,Chinese,0.9222
481,English,Chinese,0.797
482,English,Chinese,0.9208
483,English,Chinese,0.7884
484,English,Chinese,0.8506
485,English,Chinese,0.485
486,English,Chinese,0.6472
487,English,Chinese,0.899
488,English,Chinese,0.8187
489,English,Chinese,0.7828
490,English,Chinese,0.8517
491,English,Chinese,0.7313
492,English,Chinese,0.8101
493,English,Chinese,0.8911
494,English,Chinese,0.9086
495,English,Chinese,0.8528
496,English,Chinese,0.8337
497,English,Chinese,0.7848
498,English,Chinese,0.7138
499,English,Chinese,0.8751
500,English,Chinese,0.8994
501,English,Japanese,0.5804
502,English,Japanese,0.2287
503,English,Japanese,0.4081
504,English,Japanese,0.08
505,English,Japanese,0.7113
506,English,Japanese,0.5394
507,English,Japanese,0.9194
508,English,Japanese,0.6865
509,English,Japanese,0.8648
510,English,Japanese,0.6661
511,English,Japanese,0.8045
512,English,Japanese,0.8322
513,English,Japanese,0.78
514,English,Japanese,0.6064
515,English,Japanese,0.5308
516,English,Japanese,0.8685
517,English,Japanese,0.7555
518,English,Japanese,0.7244
519,English,Japanese,0.6735
520,English,Japanese,0.7125
521,English,Japanese,0.5946
522,English,Japanese,0.7455
523,English,Japanese,0.3583
524,English,Japanese,0.8239
525,English,Japanese,0.5773
526,English,Japanese,0.7243
527,English,Japanese,0.5149
528,English,Japanese,0.5045
529,English,Japanese,0.649
530,English,Japanese,0.5402
531,English,Japanese,0.8314
532,English,Japanese,0.7005
533,English,Japanese,0.8548
534,English,Japanese,0.5092
535,English,Japanese,0.5914
536,English,Japanese,0.6751
537,English,Japanese,1.0
538,English,Japanese,0.6734
539,English,Japanese,0.5971
540,English,Japanese,0.8595
541,English,Japanese,0.1743
542,English,Japanese,0.4522
543,English,Japanese,0.6696
544,English,Japanese,0.4955
545,English,Japanese,0.7371
546,English,Japanese,0.8318
547,English,Japanese,0.48
548,English,Japanese,0.7798
549,English,Japanese,0.8136
550,English,Japanese,0.8035
551,English,Japanese,0.3611
552,English,Japanese,0.7565
553,English,Japanese,0.9937
554,English,Japanese,0.8211
555,English,Japanese,0.6455
556,English,Japanese,0.8544
557,English,Japanese,0.6487
558,English,Japanese,0.5749
559,English,Japanese,0.4571
560,English,Japanese,1.0
561,English,Japanese,0.5288
562,English,Japanese,0.5736
563,English,Japanese,0.0883
564,English,Japanese,0.4741
565,English,Japanese,0.4516
566,English,Japanese,0.53
567,English,Japanese,0.2605
568,English,Japanese,0.8531
569,English,Japanese,0.3746
570,English,Japanese,0.6837
571,English,Japanese,0.5577
572,English,Japanese,0.5966
573,English,Japanese,0.6239
574,English,Japanese,0.5403
575,English,Japanese,0.6765
576,English,Japanese,0.6609
577,English,Japanese,0.6501
578,English,Japanese,0.5766
579,English,Japanese,0.9716
580,English,Japanese,0.765
581,English,Japanese,0.9215
582,English,Japanese,0.6057
583,English,Japanese,0.4772
584,English,Japanese,0.5243
585,English,Japanese,0.5681
586,English,Japanese,0.5191
587,English,Japanese,0.7943
588,English,Japanese,0.4582
589,English,Japanese,0.8475
590,English,Japanese,0.7746
591,English,Japanese,0.5
592,English,Japanese,0.6789
593,English,Japanese,0.3285
594,English,Japanese,0.2999
595,English,Japanese,0.8207
596,English,Japanese,0.7189
597,English,Japanese,0.7971
598,English,Japanese,0.2539
599,English,Japanese,0.7065
600,English,Japanese,0.7528
601,English,Japanese,0.6996
602,English,Japanese,0.9572
603,English,Japanese,0.6846
604,English,Japanese,0.4594
605,English,Japanese,0.7252
606,English,Japanese,0.8347
607,English,Japanese,1.0
608,English,Japanese,0.1942
609,English,Japanese,0.7603
610,English,Japanese,0.3376
611,English,Japanese,0.3255
612,English,Japanese,0.437
613,English,Japanese,0.5185
614,English,Japanese,0.7626
615,English,Japanese,0.8894
616,English,Japanese,0.9152
617,English,Japanese,0.6639
618,English,Japanese,0.5428
619,English,Japanese,0.7111
620,English,Japanese,0.4673
621,English,Japanese,0.9009
622,English,Japanese,0.6775
623,English,Japanese,0.9479
624,English,Japanese,0.4767
625,English,Japanese,0.3847
626,English,Japanese,0.5121
627,English,Japanese,0.375
628,English,Japanese,0.6731
629,English,Japanese,0.2287
630,English,Japanese,0.5567
631,English,Japanese,0.5083
632,English,Japanese,0.4961
633,English,Japanese,0.8427
634,English,Japanese,0.8544
635,English,Japanese,0.6024
636,English,Japanese,0.7383
637,English,Japanese,0.8724
638,English,Japanese,0.5447
639,English,Japanese,0.4569
640,English,Japanese,0.6338
641,English,Japanese,0.8063
642,English,Japanese,0.2744
643,English,Japanese,0.9194
644,English,Japanese,0.93
645,English,Japanese,0.6586
646,English,Japanese,0.6527
647,English,Japanese,0.4248
648,English,Japanese,0.673
649,English,Japanese,0.6704
650,English,Japanese,0.5179
651,English,Japanese,0.7938
652,English,Japanese,0.5096
653,English,Japanese,0.8432
654,English,Japanese,0.7238
655,English,Japanese,0.909
656,English,Japanese,0.6947
657,English,Japanese,0.6792
658,English,Japanese,0.896
659,English,Japanese,0.6151
660,English,Japanese,0.507
661,English,Japanese,0.5227
662,English,Japanese,0.871
663,English,Japanese,0.5636
664,English,Japanese,0.8771
665,English,Japanese,0.8498
666,English,Japanese,0.8886
667,English,Japanese,0.7276
668,English,Japanese,0.8343
669,English,Japanese,0.6553
670,English,Japanese,0.6667
671,English,Japanese,0.8066
672,English,Japanese,0.7825
673,English,Japanese,0.3418
674,English,Japanese,0.5783
675,English,Japanese,0.7748
676,English,Japanese,0.9439
677,English,Japanese,0.7585
678,English,Japanese,0.7172
679,English,Japanese,0.5025
680,English,Japanese,0.6692
681,English,Japanese,0.6437
682,English,Japanese,0.2254
683,English,Japanese,0.6424
684,English,Japanese,0.4839
685,English,Japanese,0.5601
686,English,Japanese,0.9519
687,English,Japanese,0.8705
688,English,Japanese,0.9537
689,English,Japanese,0.5811
690,English,Japanese,0.4262
691,English,Japanese,0.6088
692,English,Japanese,0.6517
693,English,Japanese,0.5879
694,English,Japanese,0.6272
695,English,Japanese,0.775
696,English,Japanese,0.6511
697,English,Japanese,0.6372
698,English,Japanese,0.5984
699,English,Japanese,0.6477
700,English,Japanese,0.3991
701,English,Japanese,0.3193
702,English,Japanese,0.5891
703,English,Japanese,0.761
704,English,Japanese,0.1568
705,English,Japanese,0.6909
706,English,Japanese,0.4999
707,English,Japanese,0.7607
708,English,Japanese,0.9082
709,English,Japanese,0.6669
710,English,Japanese,0.4219
711,English,Japanese,0.9118
712,English,Japanese,0.7341
713,English,Japanese,0.8281
714,English,Japanese,0.8711
715,English,Japanese,0.3624
716,English,Japanese,0.4446
717,English,Japanese,0.6261
718,English,Japanese,0.7129
719,English,Japanese,0.6398
720,English,Japanese,0.6853
721,English,Japanese,0.453
722,English,Japanese,0.5838
723,English,Japanese,0.549
724,English,Japanese,0.7847
725,English,Japanese,0.8161
726,English,Japanese,0.5456
727,English,Japanese,0.7445
728,English,Japanese,0.5297
729,English,Japanese,0.8111
730,English,Japanese,0.5573
731,English,Japanese,0.3536
732,English,Japanese,0.8857
733,English,Japanese,0.7297
734,English,Japanese,0.9407
735,English,Japanese,0.6873
736,English,Japanese,0.9763
737,English,Japanese,0.6136
738,English,Japanese,0.6646
739,English,Japanese,0.7332
740,English,Japanese,0.7386
741,English,Japanese,0.8026
742,English,Japanese,0.7419
743,English,Japanese,0.6564
744,English,Japanese,0.4705
745,English,Japanese,0.7848
746,English,Japanese,0.4982
747,English,Japanese,0.6861
748,English,Japanese,0.6709
749,English,Japanese,0.8227
750,English,Japanese,0.9609
751,English,Japanese,0.762
752,English,Japanese,0.7094
753,English,Japanese,0.5322
754,English,Japanese,0.6926
755,English,Japanese,0.4372
756,English,Japanese,0.3885
757,English,Japanese,0.6575
758,English,Japanese,0.7422
759,English,Japanese,0.0702
760,English,Japanese,0.8264
761,English,Japanese,0.7434
762,English,Japanese,0.7328
763,English,Japanese,0.5685
764,English,Japanese,0.2752
765,English,Japanese,0.4482
766,English,Japanese,0.3665
767,English,Japanese,0.7165
768,English,Japanese,0.8016
769,English,Japanese,0.7014
770,English,Japanese,0.7626
771,English,Japanese,0.9701
772,English,Japanese,0.5578
773,English,Japanese,0.9313
774,English,Japanese,0.7066
775,English,Japanese,0.893
776,English,Japanese,0.6674
777,English,Japanese,0.7804
778,English,Japanese,0.5857
779,English,Japanese,0.6569
780,English,Japanese,0.6631
781,English,Japanese,0.4102
782,English,Japanese,0.8824
783,English,Japanese,0.5453
784,English,Japanese,0.5859
785,English,Japanese,0.4282
786,English,Japanese,0.7411
787,English,Japanese,0.5119
788,English,Japanese,0.9906
789,English,Japanese,0.6543
790,English,Japanese,0.4546
791,English,Japanese,0.6255
792,English,Japanese,0.9299
793,English,Japanese,0.4881
794,English,Japanese,0.3772
795,English,Japanese,0.9048
796,English,Japanese,0.9563
797,English,Japanese,0.7645
798,English,Japanese,0.6609
799,English,Japanese,0.6139
800,English,Japanese,0.7178
801,English,Japanese,0.7451
802,English,Japanese,0.391
803,English,Japanese,0.9453
804,English,Japanese,0.9274
805,English,Japanese,0.6682
806,English,Japanese,0.9338
807,English,Japanese,0.7652
808,English,Japanese,0.8567
809,English,Japanese,0.3204
810,English,Japanese,0.3286
811,English,Japanese,0.9182
812,English,Japanese,0.5981
813,English,Japanese,0.8033
814,English,Japanese,0.7723
815,English,Japanese,0.7776
816,English,Japanese,0.5541
817,English,Japanese,0.7854
818,English,Japanese,0.7845
819,English,Japanese,0.6537
820,English,Japanese,0.6999
821,English,Japanese,0.7826
822,English,Japanese,0.8683
823,English,Japanese,0.8106
824,English,Japanese,0.8634
825,English,Japanese,0.754
826,English,Japanese,0.7215
827,English,Japanese,0.6848
828,English,Japanese,0.534
829,English,Japanese,0.6992
830,English,Japanese,0.2846
831,English,Japanese,0.3503
832,English,Japanese,0.5391
833,English,Japanese,0.1503
834,English,Japanese,0.4527
835,English,Japanese,0.6137
836,English,Japanese,0.87
837,English,Japanese,0.5001
838,English,Japanese,0.5569
839,English,Japanese,0.8288
840,English,Japanese,0.9771
841,English,Japanese,0.2156
842,English,Japanese,0.2887
843,English,Japanese,0.7542
844,English,Japanese,0.5973
845,English,Japanese,0.8319
846,English,Japanese,0.6042
847,English,Japanese,0.8171
848,English,Japanese,0.5684
849,English,Japanese,0.8655
850,English,Japanese,0.7232
851,English,Japanese,0.8348
852,English,Japanese,0.8829
853,English,Japanese,0.7625
854,English,Japanese,0.7302
855,English,Japanese,0.6832
856,English,Japanese,0.5479
857,English,Japanese,0.8675
858,English,Japanese,0.8177
859,English,Japanese,0.6456
860,English,Japanese,0.6897
861,English,Japanese,0.7955
862,English,Japanese,0.9637
863,English,Japanese,0.3533
864,English,Japanese,0.6398
865,English,Japanese,0.5085
866,English,Japanese,0.4242
867,English,Japanese,0.7456
868,English,Japanese,0.3124
869,English,Japanese,0.5767
870,English,Japanese,0.4941
871,English,Japanese,0.7634
872,English,Japanese,0.7921
873,English,Japanese,0.3574
874,English,Japanese,0.8302
875,English,Japanese,0.7442
876,English,Japanese,0.2599
877,English,Japanese,0.9689
878,English,Japanese,0.5961
879,English,Japanese,0.6179
880,English,Japanese,0.7104
881,English,Japanese,0.2613
882,English,Japanese,0.7797
883,English,Japanese,0.8476
884,English,Japanese,0.5108
885,English,Japanese,0.248
886,English,Japanese,0.6677
887,English,Japanese,0.9215
888,English,Japanese,0.6743
889,English,Japanese,0.7464
890,English,Japanese,0.6151
891,English,Japanese,0.5273
892,English,Japanese,0.9611
893,English,Japanese,0.7975
894,English,Japanese,0.8213
895,English,Japanese,0.6219
896,English,Japanese,0.7592
897,English,Japanese,0.7945
898,English,Japanese,0.7297
899,English,Japanese,0.8816
900,English,Japanese,0.3009
901,English,Japanese,0.8155
902,English,Japanese,0.3329
903,English,Japanese,0.8154
904,English,Japanese,0.7402
905,English,Japanese,0.795
906,English,Japanese,0.8974
907,English,Japanese,0.6205
908,English,Japanese,0.5049
909,English,Japanese,0.4148
910,English,Japanese,0.599
911,English,Japanese,0.9812
912,English,Japanese,0.3205
913,English,Japanese,0.5551
914,English,Japanese,0.9157
915,English,Japanese,0.5953
916,English,Japanese,0.7768
917,English,Japanese,0.698
918,English,Japanese,0.7545
919,English,Japanese,0.5233
920,English,Japanese,0.8254
921,English,Japanese,0.7646
922,English,Japanese,0.4638
923,English,Japanese,0.7948
924,English,Japanese,0.5097
925,English,Japanese,0.6943
926,English,Japanese,0.8646
927,English,Japanese,0.6127
928,English,Japanese,0.466
929,English,Japanese,0.8252
930,English,Japanese,0.641
931,English,Japanese,0.5432
932,English,Japanese,0.6318
933,English,Japanese,0.7739
934,English,Japanese,0.909
935,English,Japanese,0.6405
936,English,Japanese,0.404
937,English,Japanese,0.9534
938,English,Japanese,0.8197
939,English,Japanese,0.6837
940,English,Japanese,0.896
941,English,Japanese,0.6052
942,English,Japanese,0.7249
943,English,Japanese,0.9755
944,English,Japanese,0.5007
945,English,Japanese,0.8542
946,English,Japanese,0.8981
947,English,Japanese,0.6007
948,English,Japanese,0.6767
949,English,Japanese,0.6533
950,English,Japanese,0.9077
951,English,Japanese,0.9026
952,English,Japanese,0.7062
953,English,Japanese,0.7118
954,English,Japanese,0.5142
955,English,Japanese,0.3679
956,English,Japanese,0.3601
957,English,Japanese,0.379
958,English,Japanese,0.912
959,English,Japanese,0.8453
960,English,Japanese,0.5618
961,English,Japanese,0.7339
962,English,Japanese,0.7539
963,English,Japanese,0.7669
964,English,Japanese,0.782
965,English,Japanese,0.681
966,English,Japanese,0.7644
967,English,Japanese,0.6558
968,English,Japanese,0.7609
969,English,Japanese,0.5137
970,English,Japanese,0.6841
971,English,Japanese,0.7179
972,English,Japanese,0.7859
973,English,Japanese,0.6461
974,English,Japanese,0.5681
975,English,Japanese,0.3256
976,English,Japanese,0.6101
977,English,Japanese,0.7367
978,English,Japanese,0.602
979,English,Japanese,0.5463
980,English,Japanese,0.67
981,English,Japanese,0.5549
982,English,Japanese,0.3576
983,English,Japanese,0.6015
984,English,Japanese,0.9444
985,English,Japanese,0.539
986,English,Japanese,0.791
987,English,Japanese,0.9294
988,English,Japanese,0.9395
989,English,Japanese,0.7784
990,English,Japanese,0.8065
991,English,Japanese,0.465
992,English,Japanese,0.6788
993,English,Japanese,0.3345
994,English,Japanese,0.7987
995,English,Japanese,0.4687
996,English,Japanese,0.6266
997,English,Japanese,0.5799
998,English,Japanese,0.6481
999,English,Japanese,0.765
1000,English,Japanese,0.6306
1001,English,Russian,0.4653
1002,English,Russian,0.7445
1003,English,Russian,0.7817
