sentence_id,language_code,language_name,text
8,zho_Hans,Chinese,38. 马达加斯加格洛里厄斯群岛、新胡安岛、欧罗巴岛和印度巴萨斯岛问题（2005年9月20日第60/503 A号决定）。
9,eng_Latn,English,"According to UNHCR, further concrete measures, such as the inclusion of ethnic Albanians in the local police forces and the demilitarization of the area, are needed in order to address the sources of tension in the area."
9,zho_Hans,Chinese,根据难民专员办事处的说法，需要采取进一步具体措施，例如将阿族人纳入地方警察部队以及使该地区非军事化等等，以便消除该地区紧张根源。
10,eng_Latn,English,No. He's not thinking straight.
10,zho_Hans,Chinese,不，他脑子不清楚。
11,eng_Latn,English,We wanted to explain our vote on draft resolution A/C.5/54/L.69.
11,zho_Hans,Chinese,我们想解释我们对决议草案A/C.5/54/L.69的投票。
12,eng_Latn,English,"The approach may be working at this time, but we have to take the situation into consideration, and not necessarily change the approach, but at least perhaps make some adjustments to it."
12,zho_Hans,Chinese,这种做法目前可能还可行，但我们需要考虑到这种形势，不一定改变做法，但至少要对之进行某些调整。
13,eng_Latn,English,Maintain an around-the-clock watch on Ronnette. We'll speak in the morning.
13,zho_Hans,Chinese,继续全天候保护兰娜蒂 明天一早我们再谈
14,eng_Latn,English,"Delegations are requested to submit the names of their representatives to the Secretary of the Preparatory Committee, Ms. Vivian Pliner-Josephs (room S-2950E; fax: (212) 963-5935)."
14,zho_Hans,Chinese,请各代表团将其代表姓名送交给筹备委员会秘书Vivian Pliner-Josephs女士（S-2950E室；电传：(212)963-5935）。
15,eng_Latn,English,"Act No. 19,070 of 1991, amended in 1995."
15,zho_Hans,Chinese,"1995年修订的1991年第19,070号法令。"
16,eng_Latn,English,"It will continue the significant progress already made in negotiating and implementing fair, durable and affordable settlements of historical grievances and improving the social and economic status of Māori. In order to achieve this goal, the Government aims to extend economic and social opportunities by significantly improving the health, employment, education and housing status of Māori."
16,zho_Hans,Chinese,在谈判和落实解决过去不满问题的公平、持久和可行的解决办法以及改善毛利人的社会和经济地位方面，它将在业已取得的重大进展的基础上继续做出努力；为实现这一目标，政府将争取显著改善毛利人的健康、就业、教育和住房状况，增加其经济和社会机会。
17,eng_Latn,English,"Five process tools and four topic-specific tools, together with programme guides and training manuals on normative framework and environmental planning and management, were disseminated."
17,zho_Hans,Chinese,传播了关于规范框架以及环境规划和管理方面的五个程序工具和四个特定专题工具以及方案指南和培训手册。
18,eng_Latn,English,"Following implementation of the automated system, the Administration will examine the possibility of issuing quarterly reminder letters."
18,zho_Hans,Chinese,16. 在自动管理系统投入运行之后，行政当局将审查按季度发出催缴函的可能性。
19,eng_Latn,English,"The movement of equipment by road from Port Sudan to Darfur, some 1,400 miles, currently takes an average of seven weeks."
19,zho_Hans,Chinese,从苏丹港到达尔富尔的路程大约1 400英里，目前装备平均需要7周时间才能运到。
20,eng_Latn,English,Most people believe the FDA ...
20,zho_Hans,Chinese,大多数人 相信FDA
21,eng_Latn,English,WWSF launched in 2001 the Walk your Talk initiatives which were officially launched at the UN General Assembly Special Session on Children (May 2002) and which have as their aim to: 1) regularly remind Heads of State and government of their new promises made to the children of the world and; 2) to award at a later stage those Heads of State and government who accomplish the most significant results in implementing “A world fit for children” declaration and Plan of Action
21,zho_Hans,Chinese,2001年基金会倡议举行“履行承诺”活动，并（于2002年5月）在联合国大会儿童问题特别会议上正式开展了这项活动，以提醒各国元首和首脑对世界儿童作出的新的承诺，并向在执行“适合儿童生长的世界”宣言和行动计划中成绩最为显著的元首和首脑颁奖。
22,eng_Latn,English,Its aim is to assist policy makers and others in developing a vision of counter-terrorism strategies that are fully respectful of human rights.
22,zho_Hans,Chinese,目的是协助政策制定者和其他人员制定充分尊重人权的反恐怖主义的战略远景。
23,eng_Latn,English,"Based on a broad political consensus, the new version amended the wording and updated the substance of the Constitution, with the aims of furnishing a complete picture of written and unwritten constitutional law and highlighting the characteristic elements of the State."
23,zho_Hans,Chinese,新版本以广泛的政治共识为基础，对宪法的文字和实质都进行了修正和更新，旨在全面反映成文和不成文的宪法法律并突出表述国家的特征。
24,eng_Latn,English,This is an area that requires greater international assistance.
24,zho_Hans,Chinese,这是需要更多国际援助的一个领域。
25,eng_Latn,English,"Representatives of the International Federation of Human Rights Leagues (FIDH), Human Rights Watch (HRW), the International Commission of Jurists (ICJ) and International Women's Rights Action Watch-Asia Pacific (IWRAW-AP) presented their views to the inter-committee meeting with regard to the strengthening of the human rights treaty body system, with FIDH, HRW and ICJ providing a joint paper on the matter that was also supported by other NGOs."
25,zho_Hans,Chinese,23. 国际人权联盟联合会（人权联会）、人权监察站、国际法学家委员会和国际妇女权利行动观察-亚洲/太平洋（妇女权利观察-亚太）的代表向委员会间会议提出关于加强人权条约机构系统的看法，人权联会、人权检查站和国际法学家委员会并就此事提出一份联合文件，这份文件也得到其它非政府组织的支持。
26,eng_Latn,English,"17 The Virgin Islands Daily News, 7 January 2005."
26,zho_Hans,Chinese,17 《维尔京群岛每日新闻》，2005年1月7日。
27,eng_Latn,English,in just the right light.
27,zho_Hans,Chinese,in just the right light.
28,eng_Latn,English,"I am human, Sebastian!"
28,zho_Hans,Chinese,我也是人类啊 赛巴斯酱
29,eng_Latn,English,You still can't drive my car.
29,zho_Hans,Chinese,但你還是不能開我的車
30,eng_Latn,English,"The second Planning Officer (P-3) would focus on implementation tracking and evaluation, including performance reporting on the results-based-budgeting frameworks, consolidation of periodic reports on the mission implementation plan and on milestones, benchmarks and timelines for the gradual drawdown of the Mission."
30,zho_Hans,Chinese,另一个规划干事（P-3）将重点关注执行情况跟踪和评价，包括关于成果预算编制框架的执行情况报告、合并关于特派团执行计划的定期报告以及关于特派团里程碑、基准和逐渐缩编时间表。
31,eng_Latn,English,The Medical Council of Jamaica (MCJ) has proposed that the present policy statement on abortion should facilitate the amendment of current legislation in order to reduce or prevent maternal deaths and disability linked to unsafe abortions.
31,zho_Hans,Chinese,牙买加医学理事会（MCJ）建议，目前关于堕胎的政策声明应该促进修订现行立法，以便减少或防止因为不安全堕胎而导致产妇死亡或致残。
32,eng_Latn,English,I'll take you to Spain.
32,zho_Hans,Chinese,我载你
33,eng_Latn,English,"The balanced report of the Special Committee to Investigate Israeli Practices Affecting the Human Rights of the Palestinian People and Other Arabs of the Occupied Territories (A/63/273) had identified numerous Israeli violations of the International Covenant on Civil and Political Rights, particularly the rights to freedom of expression and assembly and the right to mental and physical health."
33,zho_Hans,Chinese,调查以色列侵害占领区巴勒斯坦人民和其他阿拉伯人人权的行为特别委员会的平衡的报告（A/63/273）列举了多项以色列违反《公民及政治权利国际公约》的行为，特别是侵犯当地人民的言论自由权、集会自由权、身心健康权等的行为。
34,eng_Latn,English,"The right to life, liberty, security and physical integrity"
34,zho_Hans,Chinese,B．生命权、人身自由、安全权和人身致残
35,eng_Latn,English,"It's not about preferences, this new generation is so different."
35,zho_Hans,Chinese,与其说是喜欢 不想在我这一代结束
36,eng_Latn,English,"Since April 2004, Danish charter flights from Europe have been arriving in St. Croix."
36,zho_Hans,Chinese,35. 自2004年4月以来，丹麦包机一直从欧洲飞抵圣克罗伊。
37,eng_Latn,English,I'm taking the dog for a walk. What's the problem?
37,zho_Hans,Chinese,遛狗，有问题吗?
38,eng_Latn,English,"Wait, that's your propeller. You could still win the race."
38,zho_Hans,Chinese,那是你的螺旋槳 你還能贏得比賽
39,eng_Latn,English,"In compliance with that request, a conference room paper will be issued containing the implementation plan and providing updated information on developments since the signing of the agreement."
39,zho_Hans,Chinese,将根据这一请求印发一份会议室文件，载列实施计划并提供自协定签署以来的最新情况。
40,eng_Latn,English,"Whatever the provocation that led to Zidane’s behavior (probably a racial comment), his violent act, seen around the world, has tarnished his image. The sad paradox is that while the world had been learning of and celebrating his legendary kindness as a person, he will now be distinguished for all time by an act of aggression."
40,zho_Hans,Chinese,无论是什么挑衅导致了齐达内的行为（可能是种族言论），他的暴力行为被全世界所看到，玷污了他的形象。这一难过的矛盾是，尽管世界都在了解和敬仰他作为一个人的传奇般的善良，现在，它将由于一次侵犯行为而令人永志难忘。
41,eng_Latn,English,"Lastly, we cannot disappoint those who aspire to self-determination if they have the law on their side."
41,zho_Hans,Chinese,最后，我们不能使依法渴望自决的人失望。
42,eng_Latn,English,"Management tools being developed by the registered partnerships included compilations of best practices, case studies and development of sustainability indicators."
42,zho_Hans,Chinese,已登记的伙伴关系正在拟订的管理工具包括最佳做法汇编、案例研究和持续承受能力指标的制定。
43,eng_Latn,English,The Special Committee decided to accede to those requests.
43,zho_Hans,Chinese,特别委员会决定接受这些请求。
44,eng_Latn,English,"Venture capital is more appropriate for several reasons. First, venture capital funds provide flexible, long-term equity capital which is customized according to the unique needs of each enterprise."
44,zho_Hans,Chinese,由于几个原因，风险资本更合适。 第一，风险资本资金提供的是灵活的长期产权资本，它是根据每个企业的独特需要确定的。
45,eng_Latn,English,These areas continue to be in a state of humanitarian emergency.
45,zho_Hans,Chinese,这些地区仍然处在人道主义紧急状态之中。
46,eng_Latn,English,The secretariat made a preliminary assessment of the claims in order to determine whether each claim met the formal requirements established by the Governing Council in article 14 of the Rules.
46,zho_Hans,Chinese,5. 秘书处对索赔作了初步评估，以确定是否符合理事会在《规则》第14条中规定的格式要求。
47,eng_Latn,English,Implementation of and progress made on decisions taken at the sixth regular session of the Commission
47,zho_Hans,Chinese,3. 委员会第六届常会所作决定的执行和进展情况
48,eng_Latn,English,"The explanation may well be that, as the extent of the market increases, economies of scale and of coordination allow the intermediate parts and processes required in the production of manufactured goods to be separated and entrusted to specialized producers."
48,zho_Hans,Chinese,其理由完全可能是，随着市场规模扩大，规模经济和协调经济使得生产制成品所需的中间部件和工序能够分离出来并委托给专业生产商。
49,eng_Latn,English,(Man) It helps if you let your lover show you by guiding your hand how best she likes to be stimulated.
49,zho_Hans,Chinese,让伴侣引导你的手 去刺激她最喜欢的地方是很有效的
50,eng_Latn,English,"They can contribute to creating a climate conducive to trust and confidence, whether they are taken unilaterally, bilaterally or multilaterally."
50,zho_Hans,Chinese,无论它们是以单方面、双边或多边形式采取的措施，它们都有助于创造一种有利于信心和信任的气候。
51,eng_Latn,English,"Its budget allocation from the Ministry was small, but it also received funding from the World Bank, the United Nations Children's Fund (UNICEF), and other bodies."
51,zho_Hans,Chinese,该委员会从提高妇女地位部获得的预算很少，但收到了世界银行、联合国儿童基金会和其他机构提供的资金。
52,eng_Latn,English,"8.1 The Committee has considered this communication in the light of all the information made available to it by the parties, as required by article 5, paragraph 1, of the Optional Protocol."
52,zho_Hans,Chinese,8.1 人权事务委员会根据当事各方依《任择议定书》第五条第1款规定提交的一切现有资料审议了来文。
53,eng_Latn,English,"In an organization the size of the United Nations, oversight was a crucial tool for improving management, preventing fraud and evaluating programme delivery."
53,zho_Hans,Chinese,41．在一个像联合国这样规模的组织中，监督是改进管理、防止欺诈和评估方案执行情况的一个重要手段。
54,eng_Latn,English,"And then if she's into it, we can have like... a meeting."
54,zho_Hans,Chinese,"若她意愿,还可安排见面..."
55,eng_Latn,English,"Hey, sir! Two more please!"
55,zho_Hans,Chinese,嗨，服務員，再來兩杯
56,eng_Latn,English,An important benefit of memorandums of understanding and service level agreements is that they can consolidate and make cooperation with supplier organizations more predictable.
56,zho_Hans,Chinese,56. 谅解备忘录和服务级协议有一大好处：既可巩固供应者组织之间的合作，又可使之更具可预测性。
57,eng_Latn,English,"Since the preparation of his first annual report to the Commission on Human Rights, the Special Rapporteur on the situation of human rights and fundamental freedoms of indigenous people has carried out two official country missions to Guatemala (September 2002) and the Philippines (December 2002) to observe the human rights situation of indigenous peoples."
57,zho_Hans,Chinese,土著人民人权和基本自由情况特别报告员自从编写并向人权委员会提交了首次年度报告以来，正式访问了危地马拉(2002年9月)和菲律宾(2002年12月)，考察了土著的人权状况。
58,eng_Latn,English,"At the 61st meeting, on the same day, the representative of the United States of America orally proposed to amend the draft decision by adding a new paragraph after the current paragraph 3 and by modifying paragraph 9."
58,zho_Hans,Chinese,39. 在同一天举行的第61次会议上，美利坚合众国代表口头提议修正决定草案，在原第3段后面新增加一段，并修改第9段。
59,eng_Latn,English,"The Mission believes that, in the circumstances, there is little potential for accountability for serious violations of international humanitarian and human rights law through domestic institutions in Israel and even less in Gaza."
59,zho_Hans,Chinese,1964. 调查团认为，在当前形势下，几乎不可能通过以色列更不用说加沙的内部机构追究严重违反国际人道主义法和人权法的责任。
60,eng_Latn,English,- Talk to you guys later.
60,zho_Hans,Chinese,-以后再说。
61,eng_Latn,English,"Within Haiti, the appointment of a new Prime Minister could offer a fresh opportunity to move forward."
61,zho_Hans,Chinese,85. 新总理的任命可以为海地提供一个向前迈进的新机会。
62,eng_Latn,English,"Indeed, there has been a transformation from the extended family to the nuclear family in the wake of the country's entry into a phase of rapid urbanization and the spread of education."
62,zho_Hans,Chinese,的确，在国家进入城市化和教育普及的快速发展时代之后，大家庭也在向小家庭转变。
63,eng_Latn,English,The Conference agreed to establish a credentials committee to examine the credentials of Conference representatives.
63,zho_Hans,Chinese,化管大会同意成立一个全权证书事项委员会来审查与会代表的全权证书。
64,eng_Latn,English,"Good work, Carmela."
64,zho_Hans,Chinese,你干的很好，卡米拉
65,eng_Latn,English,"Both internal and external reforms have been successfully implemented, leading to a remarkable increase in its judicial activity, thanks not in the least to the additional nine ad litem judges."
65,zho_Hans,Chinese,同时成功实施了内部和外部改革，导致司法活动明显增加，一个相当重要的原因是新增九名审案法庭。
66,eng_Latn,English,It's none of my business if he's gay or not
66,zho_Hans,Chinese,琌ぃ琌gay闽иぐ或ㄆ摆
67,eng_Latn,English,"In a situation in which more than 3 million Somalis are in dire need of assistance, humanitarian access should continue to be a priority for the international community as a whole."
67,zho_Hans,Chinese,在300多万索马里人急需援助的情况下，提供人道主义援助应当继续作为整个国际社会的优先事项。
68,eng_Latn,English,"12 Ibid., sect. I; see also A/CONF.164/37."
68,zho_Hans,Chinese,12 同上，第一节；又见A/Conf.164/37。
69,eng_Latn,English,"We hail the designation of the new Executive Director, Ambassador Mike Smith, who will bear the huge responsibility deriving from the many tasks of the Counter-Terrorism Committee Executive Directorate (CTED) mandate."
69,zho_Hans,Chinese,我们欢迎指定迈克·史密斯大使为新任执行主任，他将担负重大责任，处理反恐怖主义委员会执行局（反恐执行局）任务规定中的许多工作。
70,eng_Latn,English,Girls reported sexual harassment or incidents of rape.
70,zho_Hans,Chinese,女孩举报了性骚扰或强奸事件。
71,eng_Latn,English,"Mr. Quinn, yoo-hoo."
71,zho_Hans,Chinese,奎恩先生，哟呵
72,eng_Latn,English,Third World Institute
72,zho_Hans,Chinese,第三世界研究所
73,eng_Latn,English,The requisite data in the field mission logistics system databases is downloaded into a data warehouse from the hub-servers containing the production data.
73,zho_Hans,Chinese,将在外地特派团后勤系统数据库里必不可少的数据从持有生产数据的中心服务机下载进数据仓库。
74,eng_Latn,English,The majority of victims have been innocent and defenceless women and children.
74,zho_Hans,Chinese,受害者的大多数是无辜和手无寸铁的妇女与儿童。
75,eng_Latn,English,Posts funded under the Regular Budget are presented in Table II.8.
75,zho_Hans,Chinese,c) 难民署+伙伴捐款-
76,eng_Latn,English,The persistent problems and challenges of the future identified in the current plan period will continue to be both valid and relevant to the Organization over the next four-year period.
76,zho_Hans,Chinese,26. 长期存在的问题和目前计划期间查明的日后挑战将继续存在并在今后四年期间与联合国有关。
77,eng_Latn,English,"The group welcomes the efforts of the IAEA to assist countries which, on a voluntary basis, have chosen to take steps to minimise the use of HEU in civilian nuclear applications."
77,zho_Hans,Chinese,集团欢迎原子能机构努力协助那些在自愿的基础上主动采取步骤尽量减少民用核设施高浓缩铀用量的国家。
78,eng_Latn,English,Unbelievable!
78,zho_Hans,Chinese,- 我想我只是在做梦而已吧！
79,eng_Latn,English,"And what your husband said... if Columbus had done it, we'd all be Indians."
79,zho_Hans,Chinese,你丈夫说的... 要是哥伦布没发现美洲，我们现在就都是印第安人了
80,eng_Latn,English,Dissemination of information about the Fund
80,zho_Hans,Chinese,5. 宣传有关基金的情况
81,eng_Latn,English,"The Council has also adopted resolution 1402 (2002), demanding the immediate cessation of violence and calling for the implementation of a meaningful ceasefire and the withdrawal of Israeli troops from Palestinian cities."
81,zho_Hans,Chinese,安理会还通过了第1402（2002）号决议，要求立即停止暴力，并要求实行有意义的停火，以及以色列军队撤出巴勒斯坦城镇。
82,eng_Latn,English,The networks use primarily household survey data.
82,zho_Hans,Chinese,这些网络主要利用家庭调查数据。
83,eng_Latn,English,How about we scare the shit out of them?
83,zho_Hans,Chinese,我们用光环来绑架大脑的杏仁体
84,eng_Latn,English,Information on voluntary quantitative commitments for Kazakhstan for the period of 2008-2012.
84,zho_Hans,Chinese,6. 关于2008-2012年哈萨克斯坦自愿数量承诺的信息。
85,eng_Latn,English,"With regard to the role of civil society, interaction with UNCTAD was considered of great value, and deeper involvement in its work was requested, particularly in substantive discussions."
85,zho_Hans,Chinese,4. 关于民间组织的作用，据认为与贸发会议发生相互作用具有极大的价值，要求在贸发会议工作中更多地让民间组织参与，特别是在实质性的讨论中。
86,eng_Latn,English,It provides an overview of the selected core social and economic indicators and then details the methodology for compiling and reporting these indicators.
86,zho_Hans,Chinese,二、选定指标衡量方法述评 6
87,eng_Latn,English,- Is what with an...
87,zho_Hans,Chinese,"- 什么有""E"
88,eng_Latn,English,"What would the Senate do with me, an inexperienced legislator who lacks self-deception, which is essential when seeking to guide others?"
88,zho_Hans,Chinese,参议院怎能接纳 一位毫无经验的成员... 一位不能自欺欺人... 没能力指导他人的成员？
89,eng_Latn,English,"With regard to UNMIK, the Court stated that it was “a subsidiary organ of the UN created under Chapter VII of the Charter so that the impugned inaction was, in principle, `attributable' to the UN in the same sense”."
89,zho_Hans,Chinese,关于科索沃特派团，欧洲人权法院指出，该特派团是“按照《宪章》第七章成立的一个联合国附属机构，因此，被质疑的不行为按同样含义在原则上`可归于'联合国”。
90,eng_Latn,English,"Evaluation methodologies included desk reviews; observations at project sites; focus group discussions; and interviews with children, teachers and other key informants."
90,zho_Hans,Chinese,评估采用的方法包括：案头审查；考察项目点；重点小组讨论；与儿童、教师及其他关键知情者进行面谈。
91,eng_Latn,English,"With a common tariff structure, port users will experience common or at least similar billing procedures from all ports within the region, which may be particularly useful for shipping lines calling at several ports."
91,zho_Hans,Chinese,有了共同的费用结构以后，港口用户在本区域所有港口碰到的计费手续将是同样的或至少是类似的，这对于在几家港口作停靠的航运公司特别有用。
92,eng_Latn,English,"The non-political and non-religious organization has activities in 23 countries in North America, the Caribbean, South America, Europe and Australia."
92,zho_Hans,Chinese,非政治性和非宗教的本组织在北美、加勒比、南美、欧洲国家以及澳大利亚等23个国家开展活动。
93,eng_Latn,English,Almost all respondents felt that the design of the MTSP helped bring greater clarity to the roles that UNICEF plays in support of national development and in relation to other partners.
93,zho_Hans,Chinese,"几乎所有做出答复的国家都认为,中期战略计划的设计方式有助于使人们更清楚地看到儿童基金会在支持各国发展方面的作用以及相对其它伙伴而言发挥的作用。"
94,eng_Latn,English,"For example, there was no institutional forum at which substantive rules on the responsibility of international organizations could be addressed."
94,zho_Hans,Chinese,例如，没有一个可以探讨关于国际组织责任的实质性规则的机构论坛。
95,eng_Latn,English,"Liberalization can safely proceed only gradually in pace with the capacity of the domestic financial system and when there is no serious macroeconomic disequilibrium, financial institutions are solvent, and an effective system of prudential supervision is in place."
95,zho_Hans,Chinese,自由化可以安全而按步就班地随着国内金融系统能力的增加来逐步进行，并且必须没有严重的宏观经济失衡的情况，金融机构有充裕的资金，并且具备有效的周密监督制度。
96,eng_Latn,English,"Here, there may be a need for more appropriate regulatory instruments that fully recognize the close connection between macroeconomic cycles and risk-taking by financial institutions."
96,zho_Hans,Chinese,因此，可能需有更合适的管制手段，充分确认宏观经济周期与金融机构承担风险之间的密切关联。
97,eng_Latn,English,Table A3.1.1 Hazard statement codes for physical hazards
97,zho_Hans,Chinese,表 A3.1.1 物理危险的危险说明代码
98,eng_Latn,English,-We stay here tonight.
98,zho_Hans,Chinese,- 我们今晚呆在这.
99,eng_Latn,English,"He drew particular attention to the second, third, fourth, sixth and ninth preambular paragraphs, and to paragraphs 2, 3, 4, 9 and 10."
99,zho_Hans,Chinese,他特别提请注意序言部分第二、三、四、六和九段以及执行部分第2、3、4、9和10段。
100,eng_Latn,English,"Subparagraph (a) concerned the breach of an obligation in a bilateral relationship, for example under a bilateral treaty or a multilateral treaty creating a bundle of bilateral relations."
100,zho_Hans,Chinese,（a）项规定涉及到违反双边关系中的某项义务，例如某一双边条约或建立一系列双边关系的某项多边条约所规定的义务。
101,eng_Latn,English,“This Day of Solidarity is a day of mourning and a day of grief.
101,zho_Hans,Chinese,“声援日是悼念日，是悲痛日。
102,eng_Latn,English,Red pepper.
102,zho_Hans,Chinese,-尝起来像什么
103,eng_Latn,English,"(d) It freezes the funds, other financial assets and economic resources which are on its territories that are owned or controlled by the persons or entities designated in the annex to resolution 1737 (2006), as well as those of additional persons or entities designated by the Security Council or by the Committee as being engaged in, directly associated with or providing support for Iran's proliferation sensitive nuclear activities;"
103,zho_Hans,Chinese,(d) 冻结在本国境内被第1737（2006）号决议附件指认的人或实体，以及安全理事会或委员会指认的其他从事、直接参加或支持伊朗扩散敏感核活动的人或实体所拥有或控制的资金、其他金融资产和经济资源；
104,eng_Latn,English,"As agreed by the members of the Committee, today's meeting will also include my first detailed oral assessment of Member States' implementation of the relevant Council measures imposed by resolutions 1267 (1999), 1333 (2000) and 1390 (2002)."
104,zho_Hans,Chinese,委员会成员商定，今天会议内容还包括我对各会员国实施第1267（1999）、1333（2000）和1390（2002）号各项决议规定的安理会有关措施的情况的第一次的详细口头评估。
105,eng_Latn,English,Its success will be measured by its impact on the ground and by its ability to make efficient cooperation possible between the United Nations and the AU.
105,zho_Hans,Chinese,它的成功将由其在实地的影响及其能否使联合国与非盟的高效合作成为可能来衡量。
106,eng_Latn,English,"In this regard, it is critical to ensure the continued commitment of Governments to prosecuting perpetrators of these heinous acts, but also to ensure that local communities are involved in the planning of United Nations activities."
106,zho_Hans,Chinese,在这方面，必须确保各国政府持续承诺起诉这种罪恶行为的肇事者，而且还要确保当地社区参与规划联合国的活动。
107,eng_Latn,English,What do you do one day when you realise you can't succeed?
107,zho_Hans,Chinese,'一旦某天意识到无法成功你会怎么做?
108,eng_Latn,English,"10 St. Thomas Source, 20 July 2002."
108,zho_Hans,Chinese,10 《圣托马斯岛资料来源》，2002年7月20日。
109,eng_Latn,English,- But you couldn't help looking. Why?
109,zho_Hans,Chinese,- 但是你不能停止寻找，为什么?
110,eng_Latn,English,10.3 Access to Services
110,zho_Hans,Chinese,10.3 各种服务的获取途径
111,eng_Latn,English,The success of any reconstruction programme depends on getting funds.
111,zho_Hans,Chinese,任何重建方案的成功取决于获得资金。
112,eng_Latn,English,I'm even better than I think I am.
112,zho_Hans,Chinese,那我可比自己想的厉害多了 I'm even better than I think I am.
113,eng_Latn,English,"For the 2004 election, they nominated 5 women among 18 candidates."
113,zho_Hans,Chinese,在2004年的选举中，在18名候选人中提名了5名妇女。
114,eng_Latn,English,"It was seven volumes, which had just been published, and there was a lot of interesting material relevant to that subject."
114,zho_Hans,Chinese,作为主要的资料来源，她向我提到了西奥多·罗斯福总统的一组信件：共有七卷，刚刚发表，有许多关于那一问题的有意义的资料。
115,eng_Latn,English,"Recalling its resolution 1514 (XV) of 14 December 1960, containing the Declaration on the Granting of Independence to Colonial Countries and Peoples, and all resolutions and decisions of the United Nations relating to those Territories, including, in particular, the resolutions adopted by the General Assembly at its fifty-fourth session on the individual Territories covered by the present resolution,"
115,zho_Hans,Chinese,回顾其1960年12月14日第1514(XV)号决议，其中载有《给予殖民地国家和人民独立宣言》，并回顾联合国有关这些领土的所有决议和决定，其中特别包括大会第五十四届会议就本决议所涉个别领土通过的决议，
116,eng_Latn,English,Leave me alone! Go home!
116,zho_Hans,Chinese,放开我，回去吧
117,eng_Latn,English,-May I talk? -You've put my life at the stake my friend's lives as well.
117,zho_Hans,Chinese,You don't know what happens.
118,eng_Latn,English,Any blood tofu?
118,zho_Hans,Chinese,有没有猪血糕？
119,eng_Latn,English,Ti Re Mi Re Ti La Ti Re Fa Fa La Ti Do.
119,zho_Hans,Chinese,Ti Re Mi Re Ti La Ti Re Fa Fa La Ti Do.
120,eng_Latn,English,Paraguay for the Latin American and
120,zho_Hans,Chinese,巴拉圭代表拉丁美洲和加勒比组
